#ID	a	e	i	o	p	M
536	3.51	0.08	19.38	59.47	301.99	9.63
537	3.07	0.23	9.90	120.66	183.73	234.23
538	3.16	0.16	6.50	141.37	228.38	241.07
539	2.74	0.21	6.81	274.67	96.71	2.49
540	2.22	0.09	5.58	202.27	337.22	243.45
541	2.81	0.05	6.01	267.87	0.72	127.13
542	2.90	0.14	12.08	153.28	214.28	64.44
543	3.06	0.15	8.47	295.13	111.03	216.99
544	2.59	0.15	8.37	298.42	342.76	70.08
545	3.20	0.17	11.13	334.29	325.67	291.39
546	2.60	0.11	14.86	22.02	108.11	217.86
547	2.77	0.24	16.90	193.27	195.67	238.23
548	2.28	0.18	3.87	108.57	319.93	339.17
549	2.68	0.26	3.97	291.66	156.99	247.14
550	2.59	0.22	10.11	270.83	44.73	81.01
551	2.96	0.13	0.40	6.16	69.72	194.95
552	3.15	0.08	7.70	267.26	350.84	115.25
553	2.23	0.11	5.39	72.48	354.27	359.29
554	2.37	0.15	2.94	295.58	127.50	137.30
555	3.18	0.16	2.64	130.65	350.99	256.15
556	2.47	0.10	5.23	286.27	177.33	285.86
557	2.44	0.10	2.50	293.14	194.47	50.16
558	2.91	0.04	8.37	143.94	318.67	74.96
559	2.71	0.06	9.31	112.23	130.41	58.39
560	2.75	0.16	8.46	105.48	4.14	338.30
561	3.18	0.11	1.53	160.15	309.31	304.89
562	3.02	0.09	11.12	70.83	260.61	229.79
563	2.71	0.24	10.25	85.47	336.71	236.45
564	2.75	0.27	17.95	70.93	214.77	257.89
565	2.44	0.13	10.99	226.07	290.78	84.17
566	3.38	0.11	4.90	80.27	294.59	220.09
567	3.13	0.10	9.27	58.47	135.18	14.53
568	2.88	0.17	18.37	250.02	172.37	20.98
569	2.66	0.18	1.30	302.00	141.86	234.61
570	3.43	0.12	1.77	224.04	152.95	178.35
571	2.41	0.24	5.23	3.28	27.50	152.47
572	2.40	0.16	10.57	194.72	192.16	213.15
573	3.01	0.12	9.84	343.05	30.87	322.98
574	2.25	0.24	5.69	336.95	76.62	76.23
575	2.55	0.13	15.03	349.89	333.70	123.05
576	2.98	0.20	10.23	300.04	26.70	85.97
577	3.11	0.15	5.30	328.69	332.40	51.67
578	2.75	0.19	6.15	29.49	262.05	350.52
579	3.01	0.08	11.02	82.84	231.87	66.90
580	3.23	0.08	3.65	99.39	327.74	42.96
581	3.21	0.03	21.86	102.81	31.14	6.19
582	2.61	0.23	30.02	155.82	310.03	162.89
583	3.17	0.16	8.25	257.99	253.80	56.66
584	2.37	0.23	10.72	282.45	84.41	88.11
585	2.43	0.13	7.56	180.38	328.23	23.10
586	3.04	0.06	1.62	229.31	242.85	247.52
587	2.34	0.17	25.00	324.72	188.60	227.26
588	5.19	0.15	10.32	316.58	132.77	157.78
589	3.13	0.04	10.82	177.95	212.89	58.24
590	3.00	0.07	11.17	106.39	341.68	68.98
591	2.68	0.20	12.47	334.39	217.75	156.86
592	3.02	0.13	10.18	168.45	253.16	10.84
593	2.70	0.22	16.89	76.20	31.01	130.73
594	2.63	0.35	32.58	155.19	76.93	23.93
595	3.21	0.06	17.89	24.25	274.27	342.86
596	2.93	0.17	14.67	70.73	176.46	174.80
597	2.67	0.14	12.82	36.76	306.93	87.80
598	2.76	0.25	12.24	91.93	291.35	321.23
599	2.77	0.29	16.67	44.69	293.06	35.34
600	2.66	0.06	10.20	139.57	111.34	253.79
601	3.14	0.10	16.09	169.89	154.20	228.19
602	3.10	0.24	15.09	331.83	45.24	176.47
603	2.54	0.17	8.02	343.59	158.54	121.04
604	3.14	0.20	4.43	12.27	29.80	310.57
605	3.00	0.14	19.66	342.94	15.82	355.78
606	2.59	0.22	8.63	318.82	57.46	196.73
607	2.85	0.08	10.11	285.44	291.23	275.85
608	3.02	0.12	9.36	294.05	72.57	232.12
609	3.09	0.04	4.18	165.56	121.14	104.93
610	3.08	0.26	12.73	20.66	359.52	36.07
611	2.98	0.12	13.45	189.88	253.39	331.73
612	3.16	0.26	20.80	203.70	119.44	230.35
613	2.92	0.06	7.68	354.94	66.53	201.08
614	2.69	0.11	7.03	217.42	208.20	29.34
615	2.63	0.11	2.76	13.69	247.22	104.95
616	2.55	0.06	14.97	356.31	108.04	299.18
617	5.23	0.14	22.03	44.38	307.97	124.98
618	3.19	0.08	17.02	111.25	228.33	117.61
619	2.52	0.07	13.78	187.57	178.27	209.61
620	2.44	0.13	7.74	0.22	336.15	333.61
621	3.12	0.15	2.32	67.46	30.77	253.48
622	2.41	0.24	8.65	142.29	255.93	45.06
623	2.46	0.11	14.14	308.41	124.33	168.68
624	5.22	0.02	18.20	342.79	183.58	94.75
625	2.65	0.23	12.06	127.68	200.05	70.19
626	2.57	0.24	25.35	341.80	43.59	331.15
627	2.90	0.06	6.47	142.68	175.15	102.51
628	2.58	0.04	11.53	112.20	206.32	24.60
629	3.13	0.16	9.33	87.38	30.57	254.75
630	2.62	0.11	13.85	105.61	40.66	355.80
631	2.79	0.09	18.92	224.80	279.77	27.29
632	2.66	0.19	2.22	356.71	252.75	138.16
633	3.02	0.09	10.92	147.61	185.97	128.98
634	3.04	0.19	12.29	133.51	221.38	17.62
635	3.14	0.08	11.05	183.48	218.77	45.10
636	2.91	0.18	7.93	34.80	298.15	48.17
637	3.16	0.14	0.29	355.43	169.48	133.48
638	2.73	0.16	7.72	103.28	129.05	196.68
639	3.02	0.10	8.57	280.42	65.95	170.60
640	3.16	0.08	13.39	235.07	34.98	157.10
641	2.22	0.13	1.71	41.08	17.79	74.79
642	3.20	0.12	8.14	6.80	111.83	290.94
643	3.36	0.07	13.76	252.40	236.20	188.64
644	2.60	0.16	1.04	109.93	268.33	66.86
645	3.20	0.16	7.03	0.75	81.93	307.76
646	2.32	0.21	6.92	303.07	37.34	151.66
647	2.44	0.19	7.32	254.92	175.95	103.37
648	3.22	0.19	9.77	291.74	172.94	317.58
649	2.55	0.28	12.69	357.21	349.01	312.16
650	2.46	0.18	2.55	215.65	177.81	65.82
651	3.03	0.09	10.76	38.22	355.57	165.97
652	2.55	0.13	15.76	86.34	276.83	306.37
653	3.01	0.05	11.29	133.24	49.42	72.73
654	2.30	0.23	18.12	278.60	214.02	274.20
655	2.99	0.09	6.51	130.20	280.59	265.98
656	3.15	0.14	0.51	184.52	332.54	54.76
657	2.61	0.11	10.22	297.82	245.34	282.17
658	2.85	0.06	1.51	351.41	59.75	81.92
659	5.20	0.12	4.52	350.98	340.19	260.99
660	2.53	0.11	15.22	157.18	105.20	215.44
661	3.02	0.04	9.26	336.03	169.45	171.58
662	2.55	0.21	4.12	133.94	165.49	166.75
663	3.06	0.15	17.85	233.04	310.36	66.52
664	3.21	0.22	8.60	172.87	97.09	14.36
665	3.15	0.17	14.74	298.59	319.94	109.42
666	2.59	0.24	7.59	215.65	173.94	328.22
667	3.18	0.19	25.41	153.35	306.80	177.91
668	2.80	0.23	6.83	214.68	112.89	197.08
669	3.01	0.08	10.79	170.96	115.19	186.42
670	2.81	0.19	7.54	174.88	194.56	151.83
671	3.09	0.07	8.04	0.77	95.76	145.13
672	2.56	0.13	11.14	344.05	309.05	241.90
673	2.81	0.01	2.88	226.95	256.59	1.28
674	2.93	0.19	13.50	58.28	42.27	19.40
675	2.77	0.20	9.80	263.44	152.05	259.89
676	3.06	0.13	12.88	150.62	181.53	141.21
677	2.96	0.05	8.48	272.95	281.27	230.13
678	2.58	0.22	6.08	281.68	120.09	127.06
679	2.59	0.31	24.37	112.55	266.31	94.83
680	3.16	0.28	17.60	38.72	244.28	349.72
681	3.11	0.10	12.56	178.13	119.68	88.93
682	2.65	0.17	11.49	190.95	105.06	5.26
683	3.12	0.05	18.53	259.87	283.56	228.78
684	2.43	0.04	5.52	336.65	290.76	81.13
685	2.24	0.20	3.65	235.48	80.18	177.13
686	2.59	0.27	15.68	243.43	88.38	298.88
687	2.72	0.27	14.88	334.74	52.26	38.18
688	2.70	0.14	10.25	171.16	138.80	193.49
689	2.32	0.23	5.75	168.29	188.24	354.44
690	3.14	0.19	11.28	253.33	115.75	11.93
691	3.01	0.12	12.99	88.47	300.94	102.90
692	3.38	0.17	26.11	63.57	55.76	184.17
693	2.94	0.03	14.20	351.98	293.14	17.65
694	2.67	0.32	15.84	230.43	110.97	309.69
695	2.54	0.16	13.85	275.82	79.30	216.74
696	3.17	0.25	13.04	299.63	104.81	275.19
697	2.88	0.16	15.14	15.60	334.33	274.48
698	2.87	0.11	11.52	41.08	95.67	196.65
699	2.61	0.41	15.30	242.77	91.39	81.53
700	2.23	0.10	6.79	96.96	101.27	169.96
701	3.01	0.03	7.11	244.16	312.69	97.80
702	3.19	0.02	20.60	290.14	354.40	214.79
703	2.17	0.14	2.45	213.92	174.32	103.43
704	3.06	0.15	17.28	280.42	95.65	204.09
705	2.92	0.05	25.01	3.04	97.48	224.82
706	2.73	0.20	14.47	325.57	30.27	318.68
707	2.18	0.11	4.27	282.13	90.20	119.17
708	2.67	0.08	3.49	355.34	197.39	117.71
709	2.91	0.12	16.29	324.67	16.83	85.59
710	3.13	0.14	1.75	140.25	101.63	254.99
711	2.24	0.20	6.09	357.26	299.71	239.25
712	2.57	0.19	12.78	231.06	181.25	273.76
713	3.40	0.17	10.29	217.99	134.00	179.02
714	2.53	0.06	14.27	234.08	230.47	160.01
715	2.77	0.09	13.81	46.32	300.13	351.60
716	2.81	0.09	8.50	146.30	52.97	29.55
717	3.15	0.26	1.64	343.97	24.31	223.09
718	3.05	0.20	6.93	38.65	175.54	289.90
719	2.63	0.55	11.55	184.09	155.67	264.91
720	2.89	0.01	2.36	35.94	103.17	222.01
721	3.56	0.11	8.34	38.83	356.17	303.63
722	2.17	0.15	5.64	45.79	257.29	92.60
723	2.99	0.06	4.98	163.61	243.43	335.88
724	2.46	0.25	11.71	204.35	204.98	52.96
725	2.57	0.22	3.79	68.87	322.98	193.63
726	2.57	0.28	15.41	242.36	112.42	252.81
727	2.57	0.11	15.05	133.15	274.57	260.77
728	2.25	0.09	4.26	82.71	55.16	145.17
729	2.76	0.10	18.06	124.67	85.48	21.69
730	2.24	0.18	4.23	95.23	122.92	181.43
731	2.99	0.14	10.69	46.64	285.32	197.78
732	2.46	0.04	10.98	173.44	64.51	340.96
733	3.40	0.06	20.27	341.18	194.35	97.57
734	3.15	0.09	5.80	3.35	68.42	124.15
735	2.73	0.32	16.84	43.12	309.61	180.64
736	2.20	0.17	4.38	136.02	200.25	109.71
737	2.59	0.24	12.36	184.99	133.81	89.47
738	3.03	0.06	3.53	132.38	41.03	65.70
739	2.74	0.14	20.71	136.85	43.15	63.56
740	3.05	0.12	10.84	116.23	49.17	56.84
741	2.72	0.07	8.43	100.92	60.03	146.49
742	3.01	0.12	11.21	64.37	286.30	331.79
743	2.79	0.06	4.83	229.32	183.06	324.49
744	3.17	0.12	7.71	142.79	30.43	54.24
745	3.26	0.04	13.35	126.01	7.90	250.09
746	3.10	0.24	17.52	2.10	307.58	113.15
747	2.99	0.34	18.18	130.21	275.57	322.42
748	3.94	0.19	2.26	265.77	180.85	323.15
749	2.24	0.17	5.39	109.89	128.33	58.07
750	2.44	0.13	3.95	69.91	71.27	46.02
751	2.55	0.15	15.61	78.94	302.39	354.36
752	2.46	0.07	5.95	85.26	24.21	339.86
753	2.33	0.22	10.09	61.51	203.11	234.13
754	2.99	0.05	24.51	180.23	296.27	232.27
755	3.17	0.15	3.24	177.26	42.17	23.45
756	3.19	0.15	20.36	208.16	6.76	257.74
757	2.37	0.11	8.17	22.59	44.04	54.41
758	3.19	0.15	5.61	106.33	316.96	234.38
759	2.62	0.21	19.93	318.62	0.96	193.52
760	3.16	0.23	12.50	331.89	200.87	252.49
761	2.86	0.06	2.16	23.89	301.86	316.34
762	3.16	0.10	13.05	306.04	188.05	314.57
763	2.24	0.17	4.08	290.10	88.41	44.95
764	3.19	0.11	10.07	259.38	154.90	338.65
765	2.55	0.28	5.56	326.94	70.59	125.07
766	3.02	0.09	10.09	8.05	71.94	67.35
767	3.13	0.17	2.42	79.84	265.14	204.84
768	3.16	0.20	16.20	39.20	15.53	100.96
769	3.18	0.18	7.36	38.64	255.12	59.31
770	2.22	0.15	4.39	44.81	17.87	159.73
771	2.65	0.24	14.94	218.29	227.17	6.86
772	3.00	0.09	28.78	64.06	141.78	73.31
773	2.86	0.08	16.68	322.49	334.43	60.18
774	3.04	0.17	5.56	250.36	29.51	161.84
775	3.01	0.08	9.28	298.01	170.24	140.84
776	2.94	0.16	18.20	80.08	305.47	113.89
777	3.23	0.10	13.00	283.91	258.60	195.61
778	3.20	0.24	13.59	322.63	131.76	3.48
779	2.66	0.23	14.57	283.90	48.90	90.63
780	3.11	0.09	19.10	145.04	216.90	292.64
781	3.22	0.11	19.17	138.33	157.73	47.52
782	2.18	0.04	5.26	80.54	81.32	74.60
783	2.34	0.23	9.32	142.30	154.30	10.69
784	3.10	0.24	12.28	15.05	238.91	145.39
785	2.57	0.21	12.73	72.20	130.03	321.12
786	3.17	0.17	14.55	89.94	133.46	353.36
787	2.54	0.13	14.84	184.13	125.28	51.75
788	3.14	0.12	14.29	178.04	47.84	127.94
789	2.68	0.15	10.80	232.84	42.32	184.14
790	3.41	0.15	20.55	252.17	40.49	132.10
791	3.12	0.20	16.38	130.12	202.17	92.31
792	2.62	0.13	8.61	265.36	227.95	36.59
793	2.80	0.12	15.79	36.20	308.22	182.97
794	3.13	0.30	5.41	160.50	132.03	94.72
795	2.75	0.10	19.03	17.52	188.67	56.29
796	2.63	0.32	19.06	33.39	329.58	30.69
797	2.53	0.06	4.50	238.52	353.53	260.97
798	3.01	0.04	9.23	214.55	44.22	234.87
799	2.54	0.02	5.28	164.93	239.35	165.04
800	2.19	0.20	4.27	325.30	347.35	90.90
801	2.61	0.08	14.10	186.14	333.65	121.21
802	2.20	0.08	5.21	7.93	115.70	238.66
803	3.20	0.06	8.68	251.27	66.66	68.34
804	2.84	0.14	15.38	347.89	342.58	113.79
805	3.19	0.19	15.72	166.54	133.51	108.04
806	3.21	0.07	14.24	44.55	113.14	236.18
807	3.02	0.07	11.31	132.36	342.19	94.38
808	2.74	0.13	4.72	181.17	274.41	159.32
809	2.28	0.19	7.14	154.69	196.35	287.98
810	2.18	0.18	2.61	152.79	195.72	251.56
811	2.90	0.08	3.14	130.97	180.55	53.88
812	2.66	0.17	13.33	7.40	352.69	191.74
813	2.22	0.03	6.30	52.02	315.79	331.47
814	3.15	0.31	21.83	88.87	297.16	322.31
815	2.66	0.08	13.87	57.34	56.80	179.76
816	3.00	0.11	14.33	128.00	23.76	6.48
817	2.59	0.18	11.34	125.72	284.93	153.45
818	3.17	0.10	15.68	71.04	295.71	4.09
819	2.20	0.14	4.90	333.33	305.85	322.61
820	3.13	0.05	5.94	118.68	182.83	249.69
821	2.78	0.21	5.38	209.92	32.78	14.69
822	2.26	0.16	0.72	210.38	246.45	124.59
823	2.22	0.09	3.64	255.24	218.47	336.52
824	2.80	0.13	8.12	141.80	140.03	260.05
825	2.23	0.07	3.40	101.52	111.31	221.51
826	2.71	0.20	7.11	230.46	35.22	237.03
827	2.27	0.16	3.42	173.04	195.50	234.60
828	3.19	0.04	1.14	2.09	286.99	235.99
829	2.58	0.10	8.30	352.74	40.51	51.25
830	3.21	0.06	3.83	341.39	77.77	54.42
831	2.21	0.15	4.84	178.21	224.73	243.45
832	2.86	0.08	1.00	254.61	118.16	50.08
833	3.01	0.12	9.80	353.25	37.80	287.70
834	3.17	0.21	3.96	183.57	88.39	298.42
835	3.22	0.10	3.71	309.94	57.81	118.00
836	2.19	0.18	4.84	199.92	179.35	47.53
837	2.30	0.04	6.73	200.14	172.16	86.27
838	2.90	0.14	10.41	240.28	117.79	315.53
839	2.61	0.15	12.61	338.29	339.28	340.72
840	3.14	0.09	9.96	273.25	10.08	29.64
841	2.26	0.07	3.80	354.87	120.08	260.06
842	3.23	0.13	14.60	5.99	350.67	106.30
843	2.28	0.21	8.00	4.27	316.55	240.27
844	3.21	0.07	8.81	349.00	343.63	202.15
845	2.94	0.06	12.63	43.30	294.17	231.47
846	3.12	0.19	0.27	262.64	129.02	339.17
847	2.78	0.09	2.48	271.24	127.83	17.74
848	3.10	0.17	1.04	208.19	125.10	110.77
849	3.16	0.19	19.48	228.52	64.02	37.65
850	3.00	0.13	15.48	121.51	130.52	322.39
851	2.23	0.09	2.39	141.26	7.12	267.60
852	2.36	0.27	23.03	27.40	282.43	60.42
853	2.31	0.11	9.22	183.04	59.42	31.99
854	2.37	0.17	6.09	190.84	83.50	46.78
855	2.36	0.18	10.91	17.33	233.23	104.68
856	2.44	0.12	14.31	125.64	73.49	99.14
857	2.19	0.09	5.30	83.01	239.09	5.39
858	2.81	0.10	8.88	67.34	175.86	286.42
859	3.23	0.10	13.55	36.02	13.22	76.57
860	2.80	0.11	13.31	309.56	20.19	62.75
861	3.14	0.10	8.05	115.10	196.81	79.65
862	2.80	0.08	13.89	300.25	118.58	299.62
863	3.20	0.04	25.40	117.08	93.35	35.36
864	2.21	0.19	5.45	163.25	193.54	116.81
865	2.42	0.19	13.31	177.28	300.72	138.49
866	3.12	0.06	8.64	91.41	257.98	102.56
867	3.06	0.13	5.98	46.91	71.61	145.00
868	2.70	0.15	5.83	116.02	285.91	41.50
869	2.69	0.22	7.84	155.40	105.83	259.15
870	2.32	0.27	6.20	120.94	196.41	196.42
871	2.22	0.12	4.25	158.13	65.89	141.31
872	2.73	0.08	7.37	194.95	19.72	147.14
873	2.63	0.15	5.26	150.34	108.72	169.96
874	3.15	0.08	11.15	190.89	14.29	243.69
875	2.55	0.15	14.59	196.33	116.80	85.08
876	3.02	0.11	11.34	151.26	209.37	182.51
877	2.49	0.16	4.26	116.44	276.24	229.70
878	2.36	0.23	2.06	172.90	189.48	111.42
879	2.53	0.15	13.67	270.16	96.24	195.19
880	3.00	0.32	15.13	262.70	101.32	244.65
881	2.61	0.21	14.18	277.32	41.20	231.10
882	3.13	0.26	6.12	256.44	126.98	215.35
883	2.24	0.20	4.72	285.72	42.26	25.85
884	5.16	0.12	8.92	301.64	333.92	207.87
885	3.09	0.19	3.30	149.10	205.59	3.33
886	3.19	0.26	16.75	59.84	299.35	192.25
887	2.49	0.56	9.31	110.71	350.09	296.16
888	2.71	0.19	13.86	124.24	297.80	194.89
889	2.45	0.20	8.09	132.90	277.15	316.23
890	3.03	0.05	10.86	160.80	92.06	86.71
891	2.86	0.03	13.54	106.04	301.22	142.25
892	3.23	0.10	21.32	176.03	288.96	71.73
893	3.05	0.15	17.03	145.13	224.61	314.61
894	3.12	0.12	12.71	190.93	113.14	213.06
895	3.20	0.15	26.06	264.82	179.63	219.60
896	2.28	0.16	8.19	254.27	1.39	26.26
897	2.54	0.09	14.33	258.06	23.23	123.26
898	2.73	0.37	10.10	241.87	49.63	50.09
899	2.91	0.20	12.43	252.89	125.84	97.97
900	2.47	0.16	11.56	182.53	121.50	69.64
901	2.22	0.22	3.44	265.31	68.14	353.02
902	2.45	0.18	6.35	353.17	28.15	163.04
903	3.24	0.04	11.75	159.70	239.68	218.42
904	2.99	0.09	15.17	198.24	253.79	170.71
905	2.22	0.15	5.33	37.27	342.78	36.14
906	2.90	0.08	11.79	40.37	293.75	221.04
907	2.80	0.16	19.57	43.17	88.50	64.16
908	2.47	0.15	13.39	85.71	24.01	352.29
909	3.54	0.10	18.75	146.64	236.09	54.93
910	2.93	0.16	9.25	50.26	204.58	302.75
911	5.25	0.07	21.79	338.01	81.14	195.35
912	3.13	0.18	18.29	34.71	86.10	240.84
913	2.20	0.17	5.80	95.04	188.58	44.99
914	2.46	0.21	25.22	255.89	48.79	51.99
915	2.23	0.14	5.55	9.46	39.04	325.59
916	2.37	0.24	11.11	329.93	41.30	160.78
917	2.38	0.20	5.14	343.60	359.41	93.49
918	2.87	0.19	12.07	330.82	15.06	196.04
919	2.77	0.09	8.15	230.04	155.94	237.78
920	2.62	0.10	11.58	193.08	267.87	280.11
921	3.18	0.18	16.29	205.09	71.40	57.74
922	2.69	0.19	7.31	205.47	126.28	120.86
923	2.61	0.20	14.50	197.83	200.43	20.41
924	2.94	0.16	8.99	150.56	219.99	319.56
925	2.70	0.08	21.07	299.80	202.42	15.15
926	2.99	0.17	16.26	49.37	172.75	89.66
927	3.23	0.08	14.51	8.23	162.84	207.83
928	3.13	0.15	17.65	129.95	23.28	74.93
929	2.24	0.11	3.91	231.50	22.40	12.72
930	2.43	0.14	15.32	341.15	329.69	350.89
931	3.19	0.22	11.41	112.10	312.65	71.18
932	2.42	0.09	8.13	15.22	48.37	280.68
933	2.37	0.16	5.53	141.56	12.82	106.48
934	2.75	0.22	14.10	325.86	63.74	120.90
935	2.22	0.15	4.03	346.61	58.07	116.53
936	3.13	0.18	2.37	62.26	255.58	72.16
937	2.23	0.22	3.69	243.83	72.11	104.86
938	3.15	0.19	2.67	119.14	227.43	339.34
939	2.25	0.18	2.59	327.30	6.04	10.59
940	3.37	0.18	6.20	67.33	277.25	216.60
941	2.78	0.20	6.64	52.59	334.08	31.60
942	3.15	0.18	10.59	71.55	320.86	334.52
943	3.12	0.21	12.08	114.06	4.78	9.79
944	5.74	0.66	42.57	21.55	56.57	353.44
945	2.64	0.16	32.85	318.40	161.09	206.32
946	3.12	0.14	1.43	69.70	40.19	87.28
947	2.75	0.25	6.71	48.39	338.54	212.14
948	3.03	0.16	8.66	357.31	164.66	292.26
949	3.00	0.20	10.70	321.60	248.49	358.27
950	2.37	0.16	23.46	181.88	347.59	333.80
951	2.21	0.17	4.10	253.23	129.60	262.95
952	2.98	0.25	10.05	18.79	354.68	22.67
953	2.79	0.19	8.67	36.53	259.92	276.74
954	3.14	0.17	1.17	163.20	152.70	349.62
955	2.59	0.29	10.69	351.55	282.73	359.95
956	2.30	0.20	5.96	192.83	125.23	323.76
957	2.92	0.09	14.78	233.00	224.82	152.60
958	3.98	0.18	5.63	343.26	92.81	167.00
959	3.19	0.21	4.49	58.82	333.46	177.49
960	2.25	0.17	3.02	249.30	87.91	257.35
961	2.69	0.09	10.98	26.79	285.52	350.48
962	2.90	0.10	2.60	145.67	225.36	290.43
963	2.25	0.14	7.99	62.57	5.04	200.04
964	3.05	0.12	9.06	30.84	11.94	191.96
965	3.15	0.29	21.48	41.59	47.25	237.48
966	2.72	0.13	14.39	72.63	177.96	350.92
967	2.23	0.17	5.41	82.48	231.82	82.37
968	2.87	0.13	11.60	209.02	298.78	296.59
969	2.46	0.20	2.30	288.13	90.86	185.98
970	2.56	0.27	5.04	311.70	93.63	87.85
971	2.64	0.16	13.76	83.68	6.75	86.61
972	3.06	0.23	8.36	281.65	94.26	221.71
973	3.21	0.11	15.81	348.62	90.60	165.05
974	2.53	0.11	5.46	86.77	302.15	294.95
975	2.83	0.04	2.56	38.85	53.40	200.27
976	3.21	0.10	7.65	244.85	311.21	151.99
977	3.12	0.03	15.19	75.92	84.92	42.04
978	3.19	0.24	21.67	216.75	133.48	62.40
979	3.17	0.13	10.07	231.43	110.10	208.28
980	2.74	0.20	15.89	286.07	69.59	104.48
981	3.10	0.20	2.07	46.14	299.62	355.48
982	3.07	0.23	13.65	299.27	351.92	68.17
983	3.16	0.10	14.86	251.02	349.58	287.28
984	2.81	0.19	9.10	314.63	54.86	159.28
985	2.30	0.28	4.06	290.54	59.23	205.19
986	3.14	0.20	14.79	92.71	266.63	277.87
987	3.15	0.23	8.88	322.99	16.30	282.57
988	3.15	0.23	1.58	41.87	337.85	232.84
989	2.66	0.25	14.73	243.60	165.32	320.02
990	2.67	0.22	8.78	354.12	8.94	325.73
991	3.15	0.15	2.08	63.40	254.40	313.02
992	3.02	0.09	10.87	212.48	342.08	51.41
993	2.86	0.04	1.77	184.52	244.98	358.96
994	2.53	0.12	15.39	2.50	342.06	298.36
995	2.62	0.17	13.06	222.02	121.83	24.66
996	3.09	0.14	0.66	347.71	149.12	31.18
997	2.67	0.18	10.48	247.29	51.40	225.32
998	3.12	0.21	15.48	301.34	72.63	221.65
999	2.61	0.22	9.77	215.20	127.79	68.80
1000	3.18	0.25	20.55	323.85	281.41	143.10
1001	3.20	0.13	9.31	259.58	139.86	37.78
1002	2.79	0.15	10.77	344.12	354.34	150.85
1003	3.14	0.16	1.84	139.47	319.03	97.75
1004	3.41	0.08	2.98	153.84	220.97	330.45
1005	3.17	0.11	19.12	349.48	57.70	108.56
1006	3.16	0.35	10.89	295.35	85.19	176.12
1007	2.71	0.11	2.54	307.53	75.88	66.92
1008	3.09	0.08	8.93	20.70	18.34	295.22
1009	2.62	0.46	15.83	229.72	185.32	3.13
1010	2.93	0.10	3.91	99.03	275.86	67.37
1011	2.39	0.35	5.49	132.66	353.43	276.09
1012	2.48	0.13	4.04	73.26	24.14	250.27
1013	2.68	0.21	11.88	27.49	99.15	121.97
1014	2.80	0.20	2.27	251.87	233.91	63.88
1015	3.21	0.08	9.46	120.85	280.20	118.18
1016	2.22	0.13	6.04	9.01	52.79	215.51
1017	2.61	0.08	7.94	119.17	66.18	39.08
1018	2.54	0.25	7.66	359.82	342.90	140.68
1019	1.91	0.07	26.98	144.49	122.01	77.90
1020	2.79	0.04	4.05	180.84	35.54	64.30
1021	2.74	0.29	15.82	115.83	286.07	25.90
1022	2.81	0.17	21.06	112.14	125.20	62.48
1023	3.16	0.11	10.07	194.67	194.92	3.99
1024	2.87	0.22	16.08	58.93	308.49	257.35
1025	1.98	0.04	26.86	163.46	348.79	238.80
1026	2.25	0.18	5.40	104.70	212.47	3.85
1027	3.15	0.13	1.26	29.45	134.08	46.85
1028	3.40	0.12	9.39	63.49	25.09	296.81
1029	2.89	0.02	2.43	30.15	139.69	187.91
1030	3.12	0.12	14.78	188.05	7.93	241.12
1031	3.05	0.06	17.59	219.13	301.28	135.41
1032	3.13	0.14	9.48	76.41	191.40	161.83
1033	3.01	0.11	10.65	189.21	215.94	100.42
1034	2.29	0.26	3.98	304.75	18.72	48.31
1035	3.14	0.20	18.08	2.17	323.15	168.75
1036	2.66	0.54	26.64	215.70	132.43	152.46
1037	2.25	0.19	5.90	200.80	169.61	244.07
1038	3.95	0.23	9.23	58.27	307.18	113.57
1039	2.68	0.06	4.55	221.85	327.15	305.87
1040	3.11	0.19	16.69	280.30	159.09	202.84
1041	3.07	0.14	13.90	60.41	339.50	69.86
1042	3.23	0.10	20.68	52.68	293.43	147.89
1043	3.09	0.05	8.93	159.58	158.68	119.00
1044	2.58	0.14	4.26	60.12	227.27	108.02
1045	2.36	0.16	0.26	269.01	165.59	6.86
1046	2.98	0.07	7.92	10.89	52.63	191.80
1047	2.24	0.19	5.66	78.35	299.93	316.68
1048	2.73	0.18	15.80	52.91	184.10	89.43
1049	3.10	0.13	15.09	343.12	40.18	166.10
1050	2.62	0.18	12.52	342.49	66.12	177.95
1051	3.22	0.09	23.46	181.05	149.95	271.22
1052	2.24	0.14	4.69	99.68	297.52	234.24
1053	2.61	0.10	8.33	17.76	42.12	218.40
1054	2.92	0.14	10.86	86.08	294.66	316.35
1055	2.20	0.21	5.27	147.24	176.24	148.73
1056	2.23	0.18	5.43	104.22	212.27	275.43
1057	2.89	0.25	3.52	258.95	112.38	4.05
1058	2.20	0.19	3.69	221.95	94.10	106.05
1059	2.64	0.19	10.11	200.68	87.02	173.34
1060	2.24	0.20	5.92	221.34	84.17	249.13
1061	3.13	0.21	2.49	91.66	301.82	103.34
1062	3.01	0.06	5.61	341.86	97.04	16.98
1063	2.31	0.04	5.98	95.41	107.26	7.80
1064	2.54	0.18	9.49	280.70	19.89	104.43
1065	2.36	0.30	8.38	330.47	353.01	202.20
1066	2.40	0.21	4.82	345.34	16.99	342.33
1067	2.87	0.19	10.55	290.02	113.49	352.93
1068	2.91	0.09	5.51	319.29	262.60	41.40
1069	3.13	0.11	13.57	142.57	34.75	315.95
1070	3.24	0.08	16.99	165.57	181.56	191.16
